"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Doppler","GroupID","Pointing Angle","TemporalBaseline","PerpendicularBaseline","relativeBurstID","absoluteBurstID","fullBurstID","burstIndex","burstAnxTime","timeFromAnxSeconds","samplesPerBurst","subswath"
"S1A_IW_SLC__1SDV_20230314T183124_20230314T183151_047644_05B8E3_8228","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47644","147","170","2023-03-14T18:31:51.000000","2023-03-14T18:31:24.000000","SLC","2023-03-14T18:31:24.000000","2023-03-14T18:31:51.000000","53.0687","-11.0929","52.040932","-12.715784","52.447617","-8.972064","53.657047","-13.272651","54.067295","-9.383239","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230314T183124_20230314T183151_047644_05B8E3_8228.zip","3600.7830724716187","","","0","S1A_IWDV_0170_0175_047644_147","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230314T183059_20230314T183126_047644_05B8E3_A6C2","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47644","147","165","2023-03-14T18:31:26.000000","2023-03-14T18:30:59.000000","SLC","2023-03-14T18:30:59.000000","2023-03-14T18:31:26.000000","51.5844","-10.6554","50.558353","-12.226648","50.962334","-8.606151","52.175838","-12.758726","52.582615","-9.004386","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230314T183059_20230314T183126_047644_05B8E3_A6C2.zip","3749.7307472229004","","","0","S1A_IWDV_0165_0170_047644_147","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230314T183035_20230314T183102_047644_05B8E3_F943","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47644","147","160","2023-03-14T18:31:02.000000","2023-03-14T18:30:35.000000","SLC","2023-03-14T18:30:35.000000","2023-03-14T18:31:02.000000","50.0988","-10.2378","49.074066","-11.762101","49.476299","-8.253162","50.692551","-12.272267","51.096909","-8.640059","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230314T183035_20230314T183102_047644_05B8E3_F943.zip","3478.4709091186523","","","0","S1A_IWDV_0160_0165_047644_147","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230311T065632_20230311T065659_047593_05B731_B700","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47593","96","422","2023-03-11T06:56:59.000000","2023-03-11T06:56:32.000000","SLC","2023-03-11T06:56:32.000000","2023-03-11T06:56:59.000000","51.0319","-10.8276","51.626129","-8.784409","52.02351","-12.426725","50.013779","-9.303753","50.408745","-12.819016","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230311T065632_20230311T065659_047593_05B731_B700.zip","3765.7671041488647","","","0","S1A_IWDV_0422_0427_047593_096","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230311T065607_20230311T065634_047593_05B731_9EE0","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47593","96","417","2023-03-11T06:56:34.000000","2023-03-11T06:56:07.000000","SLC","2023-03-11T06:56:07.000000","2023-03-11T06:56:34.000000","52.5174","-10.3994","53.108898","-8.283964","53.509186","-12.053902","51.497845","-8.826635","51.895008","-12.458415","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230311T065607_20230311T065634_047593_05B731_9EE0.zip","3947.9093084335327","","","0","S1A_IWDV_0417_0422_047593_096","","","","","","","","","","",""
