"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Doppler","GroupID","Pointing Angle","TemporalBaseline","PerpendicularBaseline","relativeBurstID","absoluteBurstID","fullBurstID","burstIndex","burstAnxTime","timeFromAnxSeconds","samplesPerBurst","subswath"
"S1A_IW_SLC__1SDV_20230313T175209_20230313T175236_047629_05B868_FE06","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47629","132","193","2023-03-13T17:52:36.000000","2023-03-13T17:52:09.000000","SLC","2023-03-13T17:52:09.000000","2023-03-13T17:52:36.000000","59.8041","-3.0405","58.766544","-4.943141","59.191978","-0.510217","60.372356","-5.660131","60.806282","-1.007211","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230313T175209_20230313T175236_047629_05B868_FE06.zip","3723.4150171279907","","","0","S1A_IWDV_0192_0198_047629_132","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230313T175144_20230313T175211_047629_05B868_F401","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47629","132","188","2023-03-13T17:52:11.000000","2023-03-13T17:51:44.000000","SLC","2023-03-13T17:51:44.000000","2023-03-13T17:52:11.000000","58.3258","-2.4986","57.291183","-4.328144","57.710148","-0.077422","58.900406","-5.001019","59.326492","-0.550619","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230313T175144_20230313T175211_047629_05B868_F401.zip","3902.297371864319","","","0","S1A_IWDV_0187_0193_047629_132","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230313T063805_20230313T063832_047622_05B830_6951","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47622","125","398","2023-03-13T06:38:32.000000","2023-03-13T06:38:05.000000","SLC","2023-03-13T06:38:05.000000","2023-03-13T06:38:32.000000","58.1534","-4.4311","58.722977","-1.92125","59.152981","-6.392036","57.119484","-2.588727","57.542431","-6.860847","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230313T063805_20230313T063832_047622_05B830_6951.zip","4024.8854598999023","","","0","S1A_IWDV_0398_0403_047622_125","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230313T063740_20230313T063807_047622_05B830_FB09","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47622","125","393","2023-03-13T06:38:07.000000","2023-03-13T06:37:40.000000","SLC","2023-03-13T06:37:40.000000","2023-03-13T06:38:07.000000","59.6322","-3.8912","60.195457","-1.264389","60.633324","-5.937704","58.595112","-1.97543","59.024555","-6.429906","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230313T063740_20230313T063807_047622_05B830_FB09.zip","4005.7436952590942","","","0","S1A_IWDV_0393_0398_047622_125","","","","","","","","","","",""
