"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Doppler","GroupID","Pointing Angle","TemporalBaseline","PerpendicularBaseline","relativeBurstID","absoluteBurstID","fullBurstID","burstIndex","burstAnxTime","timeFromAnxSeconds","samplesPerBurst","subswath"
"S1A_IW_SLC__1SDV_20230315T062346_20230315T062413_047651_05B91D_CB1C","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47651","154","424","2023-03-15T06:24:13.000000","2023-03-15T06:23:46.000000","SLC","2023-03-15T06:23:46.000000","2023-03-15T06:24:13.000000","50.4493","-2.7355","51.041908","-0.673968","51.448826","-4.357178","49.42244","-1.189414","49.827087","-4.746061","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230315T062346_20230315T062413_047651_05B91D_CB1C.zip","3810.235192298889","","","0","S1A_IWDV_0424_0429_047651_154","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230315T062321_20230315T062348_047651_05B91D_89C2","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47651","154","419","2023-03-15T06:23:48.000000","2023-03-15T06:23:21.000000","SLC","2023-03-15T06:23:21.000000","2023-03-15T06:23:48.000000","51.9346","-2.3145","52.524654","-0.182108","52.934177","-3.990908","50.906464","-0.720027","51.313019","-4.391355","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230315T062321_20230315T062348_047651_05B91D_89C2.zip","4291.230763435364","","","0","S1A_IWDV_0419_0424_047651_154","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230313T175004_20230313T175031_047629_05B868_62C5","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47629","132","168","2023-03-13T17:50:31.000000","2023-03-13T17:50:04.000000","SLC","2023-03-13T17:50:04.000000","2023-03-13T17:50:31.000000","52.3435","-0.5733","51.321522","-2.162162","51.724049","1.500577","52.931606","-2.703214","53.337246","1.097935","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230313T175004_20230313T175031_047629_05B868_62C5.zip","4405.161817550659","","","0","S1A_IWDV_0167_0173_047629_132","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230313T174939_20230313T175006_047629_05B868_F59E","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47629","132","163","2023-03-13T17:50:06.000000","2023-03-13T17:49:39.000000","SLC","2023-03-13T17:49:39.000000","2023-03-13T17:50:06.000000","50.8584","-0.147","49.83773","-1.686868","50.238121","1.859366","51.44923","-2.204876","51.852028","1.468701","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230313T174939_20230313T175006_047629_05B868_F59E.zip","4101.616018295288","","","0","S1A_IWDV_0162_0168_047629_132","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230313T174914_20230313T174941_047629_05B868_E00C","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47629","132","158","2023-03-13T17:49:41.000000","2023-03-13T17:49:14.000000","SLC","2023-03-13T17:49:14.000000","2023-03-13T17:49:41.000000","49.3729","0.2666","48.353176","-1.22706","48.75177","2.210399","49.966362","-1.724588","50.366726","1.830248","","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230313T174914_20230313T174941_047629_05B868_E00C.zip","4330.5802183151245","","","0","S1A_IWDV_0157_0163_047629_132","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230310T061551_20230310T061618_047578_05B6A8_7CCC","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47578","81","428","2023-03-10T06:16:18.000000","2023-03-10T06:15:51.000000","SLC","2023-03-10T06:15:51.000000","2023-03-10T06:16:18.000000","49.337","-0.987","49.931797","1.025477","50.33709","-2.570132","48.310406","0.524972","48.713902","-2.951448","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230310T061551_20230310T061618_047578_05B6A8_7CCC.zip","4337.80947303772","","","0","S1A_IWDV_0427_0434_047578_081","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230310T061526_20230310T061554_047578_05B6A8_BFE1","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47578","81","423","2023-03-10T06:15:54.000000","2023-03-10T06:15:26.000000","SLC","2023-03-10T06:15:26.000000","2023-03-10T06:15:54.000000","50.8232","-0.5769","51.415432","1.501888","51.822868","-2.211879","49.795853","0.980971","50.200851","-2.603566","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230310T061526_20230310T061554_047578_05B6A8_BFE1.zip","4327.409183502197","","","0","S1A_IWDV_0422_0429_047578_081","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230310T061502_20230310T061529_047578_05B6A8_DF86","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47578","81","418","2023-03-10T06:15:29.000000","2023-03-10T06:15:02.000000","SLC","2023-03-10T06:15:02.000000","2023-03-10T06:15:29.000000","52.3086","-0.1511","52.897816","2.000231","53.308094","-1.842228","51.280151","1.456324","51.687279","-2.245728","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230310T061502_20230310T061529_047578_05B6A8_DF86.zip","4483.112679481506","","","0","S1A_IWDV_0417_0424_047578_081","","","","","","","","","","",""
